"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"IGLC3",1.8386890061918e-124,9.42998403557169,0.296,0.007,3.71893238392354e-120,"3","IGLC3"
"PLEKHG1",2.04202619986139e-124,5.82071072217128,0.304,0.008,4.13020219183964e-120,"3","PLEKHG1"
"CD37",2.53344979859765e-123,2.06323150699455,0.952,0.696,5.12415556264361e-119,"3","CD37"
"HLA-DRB51",6.95281458683687e-120,2.38468259601906,0.806,0.229,1.40627627833363e-115,"3","HLA-DRB5"
"ARHGAP24",1.49214434753397e-117,3.62238471940269,0.394,0.032,3.01801115732222e-113,"3","ARHGAP24"
"MEF2C",2.26179629713509e-114,4.03754243859437,0.507,0.074,4.57470919058544e-110,"3","MEF2C"
"SEL1L3",4.6408943687725e-112,4.00550759799247,0.412,0.04,9.38667295027927e-108,"3","SEL1L3"
"PKIG",6.46480479715342e-111,4.20829488021394,0.319,0.016,1.30757141827225e-106,"3","PKIG"
"SWAP70",4.88354806264975e-109,4.45694851973382,0.355,0.027,9.87746431151538e-105,"3","SWAP70"
"STRBP",6.16310824821179e-109,4.02134829681835,0.4,0.04,1.24655027428332e-104,"3","STRBP"
"SPIB",1.08903450759168e-108,6.32915901127163,0.254,0.005,2.20268119505493e-104,"3","SPIB"
"PDLIM1",1.76218329915082e-105,3.63505983348589,0.325,0.02,3.56419194086246e-101,"3","PDLIM1"
"HLA-DMA1",4.40503386468121e-105,2.58314037278803,0.693,0.182,8.90962149470421e-101,"3","HLA-DMA"
"MARCHF1",1.01640069896055e-102,3.88114440524878,0.436,0.058,2.05577205371761e-98,"3","MARCHF1"
"HLA-DMB1",8.34897346115149e-101,3.10531986338346,0.543,0.104,1.6886633722525e-96,"3","HLA-DMB"
"CD72",1.18152811748869e-100,5.62244047226875,0.266,0.01,2.38975877043263e-96,"3","CD72"
"RUBCNL",4.86423883051852e-99,5.21853860120708,0.254,0.008,9.83840945860675e-95,"3","RUBCNL"
"BACH21",5.99533159207655e-98,2.7490324814226,0.693,0.209,1.2126157678134e-93,"3","BACH2"
"P2RX5",3.20355646333025e-97,4.99261398044524,0.296,0.018,6.47951330273175e-93,"3","P2RX5"
"CD40",1.45912849253077e-87,4.36799871299359,0.287,0.02,2.95123328899274e-83,"3","CD40"
"FCHSD2",4.79936922107301e-87,2.95275485551139,0.582,0.158,9.70720418654227e-83,"3","FCHSD2"
"TPD52",3.89340772503718e-86,3.75224717864352,0.433,0.072,7.87480646466021e-82,"3","TPD52"
"CCSER1",2.80461200243708e-83,4.57147685823234,0.278,0.021,5.67260823612924e-79,"3","CCSER1"
"TCTN1",4.59747277879623e-80,4.67361922507518,0.257,0.017,9.29884844239326e-76,"3","TCTN1"
"IRF8",7.61188576559539e-80,3.62642438009202,0.397,0.064,1.53958001494932e-75,"3","IRF8"
"SIPA1L3",3.29849986007476e-79,2.44039705892445,0.487,0.107,6.67154581698721e-75,"3","SIPA1L3"
"PLPP5",5.87328961734933e-77,3.91071923622114,0.304,0.033,1.18793155800508e-72,"3","PLPP5"
"SNX2",1.13297826758956e-76,2.43732750366991,0.606,0.192,2.29156184402664e-72,"3","SNX2"
"EAF2",2.77748338226821e-73,3.48097376751647,0.361,0.057,5.61773788897567e-69,"3","EAF2"
"SETBP1",3.42000187705479e-71,4.28430905908704,0.275,0.028,6.91729579653101e-67,"3","SETBP1"
"QRSL1",1.51393718099921e-65,3.5469834146151,0.301,0.041,3.06208934228901e-61,"3","QRSL1"
"MARCHF3",6.04736630732292e-65,2.98405808234892,0.269,0.03,1.22314030931913e-60,"3","MARCHF3"
"SMIM14",2.4292774551769e-63,3.20052867850599,0.376,0.075,4.91345658084079e-59,"3","SMIM14"
"ZCCHC7",1.24613438931234e-61,2.37114961451334,0.525,0.167,2.52043141582315e-57,"3","ZCCHC7"
"CYB561A3",3.79332393818124e-60,3.31979152146913,0.301,0.047,7.67237699736537e-56,"3","CYB561A3"
"LY861",1.11510995988514e-59,2.04577866468958,0.501,0.141,2.25542140486368e-55,"3","LY86"
"ADAM19",2.45531274768827e-58,3.26453029160078,0.299,0.047,4.96611556347429e-54,"3","ADAM19"
"NAPSB",1.50450317633778e-55,2.88421895674775,0.346,0.072,3.0430081244608e-51,"3","NAPSB"
"C16orf74",5.92275146655428e-54,3.50191756586326,0.251,0.034,1.19793571162527e-49,"3","C16orf74"
"PLEKHF2",1.27627666709006e-51,3.07781486987637,0.293,0.053,2.58139718685635e-47,"3","PLEKHF2"
"RPL18A1",2.89761070083883e-48,0.5160101271315,0.997,0.987,5.86070740351662e-44,"3","RPL18A"
"ADK",9.1245066434301e-48,2.09033405148253,0.588,0.271,1.84552271370017e-43,"3","ADK"
"AUTS2",1.12971731615225e-46,2.78490080051687,0.272,0.049,2.28496624364955e-42,"3","AUTS2"
"NCF1C1",2.33163222668657e-46,2.10400663324715,0.388,0.104,4.71595934169625e-42,"3","NCF1C"
"LTB2",4.13854089785679e-44,0.809074931764056,0.931,0.62,8.37061282000513e-40,"3","LTB"
"ST6GAL1",1.97571251358546e-43,1.99917004728474,0.522,0.217,3.99607612997795e-39,"3","ST6GAL1"
"PLCG2",2.79348053612826e-43,3.18380945297575,0.269,0.053,5.65009373237302e-39,"3","PLCG2"
"FCMR1",5.78691406746611e-42,2.01803837393856,0.457,0.164,1.1704612392857e-37,"3","FCMR"
"RPS111",1.08089426460523e-41,0.630451370141732,0.985,0.929,2.18621673959053e-37,"3","RPS11"
"EIF2AK3",1.15223030322172e-41,2.91507650840558,0.251,0.047,2.33050101129626e-37,"3","EIF2AK3"
"RPS231",8.72599896383364e-41,0.580080611594668,0.994,0.975,1.76492055042499e-36,"3","RPS23"
"LYN1",4.96671122234504e-40,0.951231723077142,0.636,0.261,1.00456701183151e-35,"3","LYN"
"CAMK2D",1.82297802614311e-39,2.28575544283369,0.4,0.135,3.68715535567705e-35,"3","CAMK2D"
"STX7",5.65591307308177e-39,2.55055118285926,0.325,0.09,1.14396497816152e-34,"3","STX7"
"ISG20",1.9876927996781e-38,1.44615674488161,0.699,0.42,4.02030745662893e-34,"3","ISG20"
"HDAC9",5.83843274089355e-38,1.96995701674159,0.251,0.052,1.18088140617313e-33,"3","HDAC9"
"LAPTM5",1.17932193514199e-37,1.1227898395357,0.887,0.754,2.38529654601818e-33,"3","LAPTM5"
"CXCR42",7.90681875588244e-37,1.17296881970572,0.812,0.53,1.59923316156478e-32,"3","CXCR4"
"PRKCB",1.71061535417936e-36,1.81368706339065,0.633,0.357,3.45989061536318e-32,"3","PRKCB"
"SNHG7",2.92818483567779e-36,2.1295098839805,0.501,0.223,5.9225466486419e-32,"3","SNHG7"
"RPS51",2.99746086367993e-36,0.513410484775036,0.994,0.966,6.06266434287902e-32,"3","RPS5"
"UVRAG",2.36454071323289e-35,2.19004659768167,0.397,0.144,4.78252004658484e-31,"3","UVRAG"
"CD831",2.77629136412699e-35,1.96186320879949,0.454,0.182,5.61532691308325e-31,"3","CD83"
"SP140",2.83436538714076e-35,1.95493195877068,0.352,0.112,5.7327874320309e-31,"3","SP140"
"LAT2",1.65648397955273e-33,2.66047311045678,0.296,0.082,3.35040449704336e-29,"3","LAT2"
"CAMK1D",4.47549493677413e-33,1.88929437515589,0.534,0.262,9.05213605911935e-29,"3","CAMK1D"
"SYK1",8.06358628424725e-32,1.86685239789962,0.382,0.138,1.63094096185185e-27,"3","SYK"
"SNX29",1.18302847987831e-31,1.85834437152242,0.412,0.168,2.39279340340187e-27,"3","SNX29"
"RRN3P21",3.97804327205208e-30,1.97537649602752,0.388,0.155,8.04599032205253e-26,"3","RRN3P2"
"PRKCE",4.08136031216025e-30,2.17026174324911,0.319,0.106,8.25495936737533e-26,"3","PRKCE"
"ITPR1",7.20445207321201e-30,2.1982293428101,0.272,0.079,1.45717247632786e-25,"3","ITPR1"
"NCOA3",4.46950116907112e-29,1.97735045874985,0.418,0.179,9.04001306456325e-25,"3","NCOA3"
"TMEM154",1.55208019594789e-28,2.34819541040411,0.257,0.072,3.1392374043242e-24,"3","TMEM154"
"IKZF3",1.72711218039349e-26,1.71902047986558,0.29,0.095,3.49325709606388e-22,"3","IKZF3"
"RPS82",1.87030616827132e-25,0.412041222021405,0.991,0.977,3.78288125594557e-21,"3","RPS8"
"RPL13A2",2.56426093747075e-24,0.361459171901076,0.997,0.993,5.18647417212834e-20,"3","RPL13A"
"SYPL1",4.76565881304771e-24,1.90318540054689,0.293,0.106,9.63902151527031e-20,"3","SYPL1"
"KMT2E",4.08216159802097e-23,1.35638433623469,0.585,0.393,8.25658004815722e-19,"3","KMT2E"
"FOXP11",1.52089433673342e-22,1.03406562609403,0.71,0.506,3.07616088547703e-18,"3","FOXP1"
"RPL151",2.37523909829532e-22,0.296176877353363,0.994,0.99,4.80415860021211e-18,"3","RPL15"
"UBE2E2",6.38760043487589e-22,1.81624703184204,0.26,0.093,1.291956063958e-17,"3","UBE2E2"
"ARHGEF181",2.67550250014411e-21,1.461376116387,0.543,0.342,5.41147135679148e-17,"3","ARHGEF18"
"ARID5B1",5.35624479283891e-21,1.45547307461311,0.349,0.153,1.0833540717996e-16,"3","ARID5B"
"PLEKHA2",9.08056353301884e-21,2.0050184648589,0.257,0.092,1.83663478018839e-16,"3","PLEKHA2"
"RPL8",1.92744820319641e-20,0.357890463267566,0.991,0.976,3.89845673578506e-16,"3","RPL8"
"CD521",1.53118210016625e-19,0.550608141392527,0.946,0.864,3.09696891579626e-15,"3","CD52"
"MAP3K8",1.55678865647058e-19,2.36064898323697,0.278,0.109,3.14876073657739e-15,"3","MAP3K8"
"POU2F21",3.7072642389825e-18,1.28289093111999,0.352,0.166,7.498312649766e-14,"3","POU2F2"
"MGAT5",5.52064378294871e-18,1.78430381004644,0.272,0.112,1.11660541153921e-13,"3","MGAT5"
"RPS272",1.10770245749157e-17,0.3232331556733,0.994,0.99,2.24043899052244e-13,"3","RPS27"
"RPL10A2",1.65877726196504e-17,0.321982822665023,0.988,0.977,3.3550428900505e-13,"3","RPL10A"
"TBC1D5",4.03735569389212e-17,1.50678004585075,0.343,0.171,8.1659556264662e-13,"3","TBC1D5"
"RPL182",4.33615429084719e-17,0.309020597635116,0.988,0.973,8.77030566866753e-13,"3","RPL18"
"SNX31",4.46770546131625e-16,1.03823115242609,0.576,0.414,9.03638106605826e-12,"3","SNX3"
"TBC1D22A",5.13255536250321e-16,1.31829095315034,0.361,0.188,1.0381106476199e-11,"3","TBC1D22A"
"BIRC3",8.40876916093296e-16,1.55619775584802,0.26,0.112,1.7007576504903e-11,"3","BIRC3"
"CALHM61",1.55499814242692e-15,1.23608154686894,0.364,0.19,3.14513924287268e-11,"3","CALHM6"
"CD692",2.19674240558413e-15,1.00388117367689,0.558,0.384,4.44313118953447e-11,"3","CD69"
"RPS172",2.7489494252025e-15,0.353805684507139,0.979,0.966,5.56002510741457e-11,"3","RPS17"
"RCSD1",3.96504727300311e-15,1.27904538171462,0.433,0.272,8.01970461437608e-11,"3","RCSD1"
"LIMD2",6.40135425095641e-15,0.570574481831236,0.728,0.604,1.29473791079844e-10,"3","LIMD2"
"RNASEH2B",2.25949664394667e-14,1.19823317499508,0.296,0.145,4.57005791204654e-10,"3","RNASEH2B"
"EEF1G2",2.48821340028312e-14,0.319344615216739,0.985,0.968,5.03266042341263e-10,"3","EEF1G"
"PRDM2",3.98247659811693e-14,1.26333961228775,0.296,0.145,8.0549571673513e-10,"3","PRDM2"
"SIPA1L11",2.03465100379943e-13,1.32560340571112,0.331,0.183,4.11528512028472e-09,"3","SIPA1L1"
"RIPOR21",2.11589309797809e-13,0.738575278029231,0.672,0.577,4.27960537997048e-09,"3","RIPOR2"
"RERE",2.53073479744412e-13,1.38629401113033,0.301,0.156,5.11866420131048e-09,"3","RERE"
"MTSS1",3.63566419435432e-13,1.30604016507342,0.287,0.142,7.35349439950105e-09,"3","MTSS1"
"SP100",4.8371694656883e-13,0.802845481529913,0.516,0.35,9.78365896130115e-09,"3","SP100"
"SP110",6.01809507555961e-13,0.987926919167489,0.469,0.318,1.21721990998269e-08,"3","SP110"
"RPSA2",6.95459254766106e-13,0.384014732006283,0.976,0.936,1.40663588868993e-08,"3","RPSA"
"RACK1",1.83026194809586e-12,0.392018522716068,0.988,0.968,3.70188781621869e-08,"3","RACK1"
"SEC62",1.87228562410224e-12,1.48118169895198,0.349,0.204,3.78688490330918e-08,"3","SEC62"
"DRAM2",4.15051078693611e-12,1.16539127878951,0.272,0.139,8.39482311765698e-08,"3","DRAM2"
"PPP3CA",7.56818071330622e-12,1.4560190687621,0.257,0.127,1.53074023107332e-07,"3","PPP3CA"
"MANBA1",9.14328903534871e-12,1.339261381716,0.266,0.135,1.84932164028963e-07,"3","MANBA"
"EEF2",2.32443025033473e-11,0.5866267277751,0.836,0.786,4.70139262432702e-07,"3","EEF2"
"HMGN11",5.69660667427366e-11,0.556182811480164,0.615,0.481,1.15219566593859e-06,"3","HMGN1"
"ARID1B",1.18832325765822e-10,1.15531710819378,0.34,0.205,2.40350262093952e-06,"3","ARID1B"
"RPL29",1.90612861349413e-10,0.277074826465658,0.991,0.977,3.85533573365323e-06,"3","RPL29"
"RPS132",4.05112895410491e-10,0.281398355764795,0.994,0.949,8.1938134225726e-06,"3","RPS13"
"RPL22L1",4.70329353799265e-10,1.56716458759632,0.299,0.171,9.51288150994394e-06,"3","RPL22L1"
"RPL121",9.1233942733719e-10,0.260675758984045,0.982,0.986,1.8452977257322e-05,"3","RPL12"
"RPS212",9.83802570374001e-10,0.356304423544339,0.896,0.862,1.98983907883845e-05,"3","RPS21"
"PPP3CC",1.24680517923248e-09,0.955488686911601,0.373,0.244,2.52178815551562e-05,"3","PPP3CC"
"FAU",1.35298705195144e-09,0.263562962345613,0.988,0.975,2.73655161127699e-05,"3","FAU"
"TMEM2431",1.37519960680355e-09,1.00913925172332,0.337,0.213,2.78147872472086e-05,"3","TMEM243"
"POLD41",1.76481539799772e-09,0.984222357734068,0.445,0.307,3.56951562399018e-05,"3","POLD4"
"PNISR1",1.86791180060104e-09,0.872085358206557,0.463,0.339,3.77803840789566e-05,"3","PNISR"
"PLAC8",1.93974702956372e-09,0.682166487876892,0.552,0.434,3.92333234199559e-05,"3","PLAC8"
"HLA-DRB61",2.00250897908424e-09,0.820382462278296,0.31,0.173,4.05027466109579e-05,"3","HLA-DRB6"
"ELOVL51",2.6146185607692e-09,1.27491298157921,0.284,0.17,5.28832750101178e-05,"3","ELOVL5"
"SELL1",4.37870463301181e-09,1.17167552677883,0.525,0.389,8.85636799072969e-05,"3","SELL"
"EEF1B22",8.93282213893445e-09,0.45108089240935,0.901,0.869,0.000180675260582088,"3","EEF1B2"
"RHOH2",9.61500637582227e-09,0.701442509422224,0.46,0.33,0.000194473118957381,"3","RHOH"
"RPL37A2",9.77628205349369e-09,0.292212628217439,0.979,0.942,0.000197735080813963,"3","RPL37A"
"DENND4A",1.53346650622491e-08,0.979438711353966,0.319,0.199,0.000310158935549051,"3","DENND4A"
"NOP532",2.96987215600097e-08,0.306594340900631,0.863,0.799,0.000600686342272756,"3","NOP53"
"SELENOF",4.62865860451827e-08,0.913084501992014,0.388,0.281,0.000936192489349865,"3","SELENOF"
"ITSN2",6.74633682953172e-08,0.862482391641731,0.328,0.218,0.00136451408714109,"3","ITSN2"
"TSC22D31",2.05997655452523e-07,0.370441560279636,0.767,0.707,0.00416650857918273,"3","TSC22D3"
"CD55",4.84423626560513e-07,0.771357378117157,0.364,0.26,0.00979795227081293,"3","CD55"
"SMCHD1",5.2191095778047e-07,0.997693962923376,0.43,0.334,0.0105561710320678,"3","SMCHD1"
"ZBTB201",7.46683570515187e-07,0.736854034521455,0.442,0.344,0.0151024218972402,"3","ZBTB20"
"DOCK8",8.15720617718593e-07,0.689232348624893,0.442,0.348,0.0164987652139763,"3","DOCK8"
"PACS11",9.37887878923802e-07,0.576845416566099,0.4,0.297,0.0189697202391128,"3","PACS1"
"REL",2.33457796166021e-06,1.00203751652021,0.272,0.18,0.0472191738525394,"3","REL"
"TCEA1",2.38409283607662e-06,0.870624510699777,0.299,0.205,0.0482206617024858,"3","TCEA1"
"ATP6V1G1",2.66845389041289e-06,0.390598435880949,0.63,0.571,0.0539721483874912,"3","ATP6V1G1"
"ZNF3311",2.97368998186781e-06,0.635764006503446,0.49,0.415,0.0601458535732582,"3","ZNF331"
"ANAPC161",3.00303266274104e-06,0.66908232287484,0.567,0.498,0.0607393386366003,"3","ANAPC16"
"RASGRP2",3.31352930290116e-06,1.3943593233764,0.325,0.233,0.0670194436804789,"3","RASGRP2"
"TAF7",4.12433519870862e-06,1.05222626257736,0.287,0.196,0.0834188037290806,"3","TAF7"
"INPP5D",5.61599891333312e-06,0.991788316928981,0.322,0.235,0.113589194021076,"3","INPP5D"
"NSD3",6.562454618417e-06,0.812350597541623,0.263,0.172,0.132732207112102,"3","NSD3"
"STK17A1",6.77954752023932e-06,0.729543966299168,0.451,0.356,0.137123128144361,"3","STK17A"
"CD53",6.82115731476648e-06,0.614342951928034,0.594,0.522,0.137964727848467,"3","CD53"
"SSH2",7.645705925909e-06,0.869434114456638,0.484,0.408,0.154642048057435,"3","SSH2"
"ZFP36L1",9.54404962837635e-06,0.781454933658584,0.26,0.174,0.19303794778354,"3","ZFP36L1"
"TMEM131L1",1.11981042269116e-05,0.692997712151342,0.304,0.218,0.226492856093514,"3","TMEM131L"
"EZR1",1.31994043991223e-05,0.680678113353086,0.436,0.355,0.266971153376648,"3","EZR"
"EIF4A22",1.42866995320552e-05,0.380566894112287,0.651,0.588,0.288962784735349,"3","EIF4A2"
"TRA2A",1.81990879531491e-05,1.10063061714264,0.26,0.176,0.368094752940394,"3","TRA2A"
"HERPUD1",2.47035298389336e-05,0.859129758269616,0.266,0.184,0.499653594522271,"3","HERPUD1"
"RAB11A1",3.92217334405606e-05,0.866310610945547,0.379,0.304,0.793298780568778,"3","RAB11A"
"PAPOLA",4.57677150017112e-05,1.00604314580636,0.263,0.189,0.925697803624611,"3","PAPOLA"
"STK17B",6.03261063292677e-05,0.472273062955413,0.537,0.482,1,"3","STK17B"
"UCP2",6.49101371996685e-05,0.639382041323334,0.561,0.513,1,"3","UCP2"
"TNRC6B1",9.87016544783534e-05,0.615006858178285,0.37,0.299,1,"3","TNRC6B"
"TNFAIP82",9.88715219868949e-05,0.521518904609857,0.4,0.33,1,"3","TNFAIP8"
"TSTD12",9.9816534727038e-05,0.841205779763264,0.275,0.202,1,"3","TSTD1"
"CCNI1",0.000110850170859576,0.463457784960054,0.651,0.614,1,"3","CCNI"
"WWOX",0.000155632881913403,0.818476821003903,0.263,0.196,1,"3","WWOX"
"GDI2",0.000284123344438958,0.672653556856981,0.334,0.264,1,"3","GDI2"
"EIF4G2",0.0002946583748438,0.556704749408398,0.322,0.256,1,"3","EIF4G2"
"IKZF1",0.000305901223635464,0.51525130627896,0.433,0.372,1,"3","IKZF1"
"HMGB1",0.00037799891101938,0.584397791457388,0.636,0.603,1,"3","HMGB1"
"PTPN6",0.000378581876241859,0.544477646043228,0.343,0.27,1,"3","PTPN6"
"GRB21",0.000401579843477107,1.0347361976127,0.322,0.257,1,"3","GRB2"
"ERP29",0.000511478106985128,0.432399474059882,0.561,0.528,1,"3","ERP29"
"LSM101",0.000631999084645217,0.87120549402458,0.254,0.191,1,"3","LSM10"
"IFI44L",0.000692861156139979,0.783042221548501,0.316,0.25,1,"3","IFI44L"
"ANKRD441",0.000722055893714933,0.340940699541428,0.421,0.362,1,"3","ANKRD44"
"HNRNPK",0.000828725651643046,0.478426969831399,0.49,0.447,1,"3","HNRNPK"
"CIRBP",0.000890556915197661,0.306347061937122,0.699,0.679,1,"3","CIRBP"
"EVI2B1",0.000967042628993911,0.510858108755267,0.352,0.294,1,"3","EVI2B"
"USP151",0.00121797325880216,0.384192758695931,0.34,0.282,1,"3","USP15"
"UQCRH",0.00255569827137855,0.692861663546445,0.469,0.421,1,"3","UQCRH"
"NCOR1",0.00317086821185982,0.42970798117557,0.355,0.303,1,"3","NCOR1"
"RABGAP1L",0.00367107701873902,0.452498571782736,0.415,0.362,1,"3","RABGAP1L"
"HNRNPA2B1",0.00406168707593801,0.30355865329995,0.594,0.585,1,"3","HNRNPA2B1"
"LSM7",0.00427295936857319,0.503316449230266,0.301,0.248,1,"3","LSM7"
"RBM39",0.00481037954588959,0.371331368412383,0.507,0.492,1,"3","RBM39"
"SLC2A32",0.0061051321633382,0.340033251207974,0.469,0.407,1,"3","SLC2A3"
"SEPTIN61",0.00770536406059031,0.456874399733626,0.337,0.296,1,"3","SEPTIN6"
"CARD111",0.00888708581382834,0.395365480848685,0.26,0.204,1,"3","CARD11"
"SPCS2",0.00976681649869293,0.695521997434503,0.316,0.286,1,"3","SPCS2"
"CCL5",9.39070697195117e-249,3.55549062982201,0.96,0.146,1.89936439214684e-244,"4","CCL5"
"GZMK",1.29618611604073e-215,5.56654566545093,0.556,0.022,2.62166603830398e-211,"4","GZMK"
"NKG7",1.64615094027376e-200,2.33322953618753,0.913,0.144,3.3295048917977e-196,"4","NKG7"
"CST7",7.87775141563316e-175,2.55672424525208,0.742,0.092,1.59335400132596e-170,"4","CST7"
"GZMA",1.45792908311935e-171,2.57904973429229,0.742,0.093,2.94880736351719e-167,"4","GZMA"
"TRGC2",6.37129584282985e-143,4.51909073714804,0.463,0.033,1.28865829717077e-138,"4","TRGC2"
"CD8A",2.32164959164798e-129,3.85210989816946,0.484,0.049,4.6957684640672e-125,"4","CD8A"
"CTSW",1.6716304061826e-123,2.40716371313759,0.78,0.19,3.38103965954492e-119,"4","CTSW"
"KLRG1",1.65084214928544e-97,3.10662228251683,0.435,0.058,3.33899333114473e-93,"4","KLRG1"
"LYAR",7.08853723108666e-93,2.30839349389957,0.559,0.121,1.43372754035959e-88,"4","LYAR"
"LINC00987",1.45961952976604e-90,3.41077995477554,0.45,0.072,2.95222646090479e-86,"4","LINC00987"
"IL321",2.57886729589259e-80,1.55189880214542,0.929,0.445,5.21601699267235e-76,"4","IL32"
"B2M1",5.81107275112209e-79,0.69114084523695,1,0.999,1.17534757464195e-74,"4","B2M"
"GZMH",1.07119223995197e-78,3.65327097364524,0.357,0.047,2.16659342452686e-74,"4","GZMH"
"KLRK1",2.35154600580384e-66,2.81601403331996,0.422,0.086,4.75623695133885e-62,"4","KLRK1"
"CD8B",4.60916467297271e-66,2.62203112662693,0.401,0.074,9.3224964675546e-62,"4","CD8B"
"SAMD3",1.25443120281134e-62,2.34576353617497,0.435,0.099,2.53721255080621e-58,"4","SAMD3"
"PRF1",2.79585451817057e-62,1.07143934444863,0.432,0.083,5.65489534845179e-58,"4","PRF1"
"HLA-C",2.40395108896514e-59,0.863707534193426,0.988,0.966,4.86223147254088e-55,"4","HLA-C"
"GZMM",3.21105345606914e-59,2.18069061452394,0.556,0.181,6.49467672024545e-55,"4","GZMM"
"CD3D2",1.10773252420288e-56,1.30160020462956,0.863,0.434,2.24049980345275e-52,"4","CD3D"
"HOPX",5.0080528009155e-56,2.20140837998815,0.407,0.089,1.01292875951317e-51,"4","HOPX"
"HLA-A1",3.13955225139771e-50,0.766116129127243,0.981,0.934,6.35005838367702e-46,"4","HLA-A"
"HCST",3.49139027560299e-39,1.21791122002657,0.758,0.484,7.0616859714346e-35,"4","HCST"
"APOBEC3G",4.47817057752707e-39,2.23152270397456,0.457,0.172,9.05754781010625e-35,"4","APOBEC3G"
"MALAT11",2.76831845934953e-38,0.532180406871079,1,0.994,5.59920091588036e-34,"4","MALAT1"
"CCL4",2.3937920309909e-35,1.33996692717126,0.298,0.073,4.84168376188219e-31,"4","CCL4"
"TRAC2",4.79657290234102e-35,1.05179784660279,0.845,0.475,9.70154835227495e-31,"4","TRAC"
"C12orf75",5.66053377591793e-30,1.8529101439438,0.323,0.1,1.14489956151716e-25,"4","C12orf75"
"LCK2",4.42121219257314e-28,1.1941038123406,0.581,0.299,8.94234378069843e-24,"4","LCK"
"CD3E2",3.48565205240238e-27,0.973415150552409,0.699,0.391,7.05007984118905e-23,"4","CD3E"
"SYNE21",3.71947058458364e-27,1.4885359578677,0.416,0.173,7.52300120437887e-23,"4","SYNE2"
"DUSP21",5.00285132445515e-27,1.73625505484243,0.425,0.192,1.0118767088843e-22,"4","DUSP2"
"FYN2",1.52055255149346e-25,1.20604801915107,0.55,0.308,3.07546959065066e-21,"4","FYN"
"FGFBP2",4.49377047806552e-25,1.08593426767509,0.252,0.068,9.08910016893532e-21,"4","FGFBP2"
"PRKCH2",5.11498600134387e-25,1.12226111474391,0.575,0.322,1.03455706863181e-20,"4","PRKCH"
"PHACTR21",1.28096903631515e-24,1.56547907772953,0.32,0.12,2.59088797285101e-20,"4","PHACTR2"
"SYNE1",1.49704539811586e-24,1.73182308366151,0.28,0.092,3.02792402222915e-20,"4","SYNE1"
